POS,NEG
به‌شدت برای اسپیکر انتخاب خوبی بود و قیمت نسبت به کیفیت خیلی مناسب بود.,برای اسپیکر بسیار ناامید شدم؛ ارسال خیلی دیر انجام شد.
ماشین اصلاح رو خریدم و بعد از چند هفته استفاده هنوز مثل روز اوله.,ماشین اصلاح رو گرفتم اما کالا با توضیحات سایت مطابقت نداشت.
از خرید کیبورد نصب و راه‌اندازی آسون بود.,با این کیبورد عملکرد محصول ضعیف بود.
برای کوله‌پشتی تجربه خوبی بود؛ کارایی محصول از انتظارم بهتر بود.,تجربه من از کوله‌پشتی: دکمه‌ها درست کار نمی‌کرد.
بی‌نهایت برای کتاب انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,در مورد کتاب باید بگم که عملکرد محصول ضعیف بود.
پرینتر رو خریدم و نصب و راه‌اندازی آسون بود.,برای پرینتر به‌شدت ناامید شدم؛ رنگ و مدل با عکس فرق داشت.
از خرید تبلت کیفیت ساخت محکم و قابل اعتماده.,تبلت رو گرفتم اما پشتیبانی پاسخگو نبود.
برای عطر تجربه خوبی بود؛ بعد از چند هفته استفاده هنوز مثل روز اوله.,با این عطر بعد از چند روز خراب شد.
خیلی برای مانیتور انتخاب خوبی بود و پشتیبانی خیلی خوب راهنمایی کرد.,تجربه من از مانیتور: بسته‌بندی آسیب‌دیده بود.
ساعت رو خریدم و قیمت نسبت به کیفیت خیلی مناسب بود.,در مورد ساعت باید بگم که ارسال خیلی دیر انجام شد.
از خرید چراغ ارسال سریع بود و بسته‌بندی تمیز داشت.,برای چراغ شدیداً ناامید شدم؛ پشتیبانی پاسخگو نبود.
برای دوربین تجربه خوبی بود؛ پشتیبانی خیلی خوب راهنمایی کرد.,دوربین رو گرفتم اما دکمه‌ها درست کار نمی‌کرد.
واقعاً برای پاوربانک انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,با این پاوربانک کالا با توضیحات سایت مطابقت نداشت.
لباس رو خریدم و ارسال سریع بود و بسته‌بندی تمیز داشت.,تجربه من از لباس: دکمه‌ها درست کار نمی‌کرد.
از خرید تلویزیون کارایی محصول از انتظارم بهتر بود.,در مورد تلویزیون باید بگم که بدنه خط و خش داشت.
برای پرینتر تجربه خوبی بود؛ عملکرد محصول عالیه و روان کار می‌کنه.,برای پرینتر کاملاً ناامید شدم؛ عملکرد محصول ضعیف بود.
واقعاً برای تلویزیون انتخاب خوبی بود و کارایی محصول از انتظارم بهتر بود.,تلویزیون رو گرفتم اما کالا با توضیحات سایت مطابقت نداشت.
اسپیکر رو خریدم و ارزش خرید بالایی داره.,با این اسپیکر کالا با توضیحات سایت مطابقت نداشت.
از خرید گوشی عملکرد محصول عالیه و روان کار می‌کنه.,تجربه من از گوشی: کیفیت صدا/تصویر ناامیدکننده بود.
برای پاوربانک تجربه خوبی بود؛ کیفیت محصول عالیه و کاملاً راضی‌ام.,در مورد پاوربانک باید بگم که بسته‌بندی آسیب‌دیده بود.
درجه‌یک برای مخلوط‌کن انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,برای مخلوط‌کن افتضاح ناامید شدم؛ ارسال خیلی دیر انجام شد.
قهوه‌ساز رو خریدم و امکاناتش کامل و کاربردیه.,قهوه‌ساز رو گرفتم اما محصول معیوب به دستم رسید.
از خرید تبلت قیمت نسبت به کیفیت خیلی مناسب بود.,با این تبلت ارسال خیلی دیر انجام شد.
برای ماوس تجربه خوبی بود؛ خریدش رو به بقیه هم پیشنهاد می‌کنم.,تجربه من از ماوس: بعد از چند روز خراب شد.
کاملاً برای تبلت انتخاب خوبی بود و امکاناتش کامل و کاربردیه.,در مورد تبلت باید بگم که کیفیت ساخت پایین بود و راضی نیستم.
ماوس رو خریدم و قیمت نسبت به کیفیت خیلی مناسب بود.,برای ماوس به‌شدت ناامید شدم؛ ارسال خیلی دیر انجام شد.
از خرید گوشی ارسال سریع بود و بسته‌بندی تمیز داشت.,گوشی رو گرفتم اما باتری یا شارژدهی خیلی کم بود.
برای لباس تجربه خوبی بود؛ قیمت نسبت به کیفیت خیلی مناسب بود.,با این لباس ارزش خرید نداره.
واقعاً برای ماشین اصلاح انتخاب خوبی بود و کارایی محصول از انتظارم بهتر بود.,تجربه من از ماشین اصلاح: کیفیت صدا/تصویر ناامیدکننده بود.
اسباب‌بازی رو خریدم و عملکرد محصول عالیه و روان کار می‌کنه.,در مورد اسباب‌بازی باید بگم که بسته‌بندی آسیب‌دیده بود.
از خرید هدفون کیفیت محصول عالیه و کاملاً راضی‌ام.,برای هدفون واقعاً ناامید شدم؛ کیفیت صدا/تصویر ناامیدکننده بود.
برای قهوه‌ساز تجربه خوبی بود؛ امکاناتش کامل و کاربردیه.,قهوه‌ساز رو گرفتم اما بعد از چند روز خراب شد.
به‌شدت برای کیف انتخاب خوبی بود و پشتیبانی خیلی خوب راهنمایی کرد.,با این کیف ارسال خیلی دیر انجام شد.
کتری برقی رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,تجربه من از کتری برقی: پشتیبانی پاسخگو نبود.
از خرید هدفون پشتیبانی خیلی خوب راهنمایی کرد.,در مورد هدفون باید بگم که پشتیبانی پاسخگو نبود.
برای پرینتر تجربه خوبی بود؛ خریدش رو به بقیه هم پیشنهاد می‌کنم.,برای پرینتر نامطلوب ناامید شدم؛ عملکرد محصول ضعیف بود.
درجه‌یک برای لباس انتخاب خوبی بود و امکاناتش کامل و کاربردیه.,لباس رو گرفتم اما دکمه‌ها درست کار نمی‌کرد.
کیف رو خریدم و امکاناتش کامل و کاربردیه.,با این کیف کالا با توضیحات سایت مطابقت نداشت.
از خرید کیبورد بعد از چند هفته استفاده هنوز مثل روز اوله.,تجربه من از کیبورد: ارسال خیلی دیر انجام شد.
برای مخلوط‌کن تجربه خوبی بود؛ نصب و راه‌اندازی آسون بود.,در مورد مخلوط‌کن باید بگم که کیفیت صدا/تصویر ناامیدکننده بود.
واقعاً برای ساعت انتخاب خوبی بود و کالا بدون ایراد به دستم رسید.,برای ساعت شدیداً ناامید شدم؛ ارزش خرید نداره.
کیف رو خریدم و کارایی محصول از انتظارم بهتر بود.,کیف رو گرفتم اما کیفیت صدا/تصویر ناامیدکننده بود.
از خرید کوله‌پشتی کارایی محصول از انتظارم بهتر بود.,با این کوله‌پشتی بعد از چند روز خراب شد.
برای کیف تجربه خوبی بود؛ بعد از چند هفته استفاده هنوز مثل روز اوله.,تجربه من از کیف: بسته‌بندی آسیب‌دیده بود.
